CustomerId,total_transaction_amount,average_transaction_amount,transaction_count,std_transaction_amount,total_value,average_value,max_value,credit_txn_ratio,debit_txn_ratio,unique_product_categories,unique_channels,unique_providers,fraud_txn_count,most_common_product_category,most_common_channel,most_common_pricing_strategy,avg_transaction_hour,avg_transaction_day,avg_transaction_month,avg_transaction_year,Recency,Frequency,Monetary,rfm_cluster,is_high_risk
CustomerId_3438,40585.0,1159.5714285714287,35,1859.3639691431852,43017,1229.057142857143,5000,0.3142857142857143,0.6857142857142857,2,2,4,0,financial_services,ChannelId_3,2,13.17142857142857,16.885714285714286,6.171428571428572,2018.5142857142857,4,35,43017,2,0
CustomerId_3439,130000.0,3513.5135135135133,37,7198.771583562873,262800,7102.7027027027025,15000,0.4594594594594595,0.5405405405405406,2,2,5,0,airtime,ChannelId_3,2,8.432432432432432,15.864864864864865,6.72972972972973,2018.4594594594594,1,37,262800,2,0
CustomerId_3440,19350.0,879.5454545454545,22,1216.1276455275781,22650,1029.5454545454545,4000,0.4090909090909091,0.5909090909090909,2,2,4,0,airtime,ChannelId_3,2,13.545454545454545,14.318181818181818,1.0,2019.0,14,22,22650,2,0
CustomerId_3441,15999.0,2285.5714285714284,7,3965.4798724804564,19951,2850.1428571428573,10000,0.42857142857142855,0.5714285714285714,4,2,3,0,financial_services,ChannelId_3,2,12.714285714285714,25.0,11.0,2018.0,76,7,19951,3,0
CustomerId_3442,194956.0,1499.6615384615384,130,2485.054444067999,221644,1704.9538461538461,14000,0.33076923076923076,0.6692307692307692,2,2,4,0,financial_services,ChannelId_3,2,8.86923076923077,16.046153846153846,7.1692307692307695,2018.4538461538461,1,130,221644,2,0
CustomerId_3443,1980.0,660.0,3,588.8972745734183,2020,673.3333333333334,1000,0.3333333333333333,0.6666666666666666,2,2,3,0,financial_services,ChannelId_3,2,6.333333333333333,16.0,11.0,2018.0,90,3,2020,3,0
CustomerId_3444,10941.0,377.2758620689655,29,824.3697981121147,20529,707.8965517241379,2000,0.41379310344827586,0.5862068965517241,2,3,3,0,financial_services,ChannelId_3,2,15.241379310344827,21.551724137931036,11.689655172413794,2018.0,51,29,20529,3,0
CustomerId_3445,26460.0,490.0,54,537.8494914673603,28540,528.5185185185185,2000,0.46296296296296297,0.5370370370370371,3,2,4,0,airtime,ChannelId_3,2,14.5,16.01851851851852,7.462962962962963,2018.4259259259259,6,54,28540,2,0
CustomerId_3447,37394.0,1780.6666666666667,21,2895.3927079643845,55046,2621.2380952380954,10000,0.3333333333333333,0.6666666666666666,4,2,5,0,financial_services,ChannelId_3,2,12.380952380952381,18.19047619047619,9.142857142857142,2018.2857142857142,5,21,55046,2,0
CustomerId_3448,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,16.0,11.0,12.0,2018.0,64,1,1000,3,0
CustomerId_3449,9755.0,541.9444444444445,18,677.8949660288977,12345,685.8333333333334,1500,0.3888888888888889,0.6111111111111112,2,2,3,0,airtime,ChannelId_3,2,9.833333333333334,16.61111111111111,3.111111111111111,2018.8333333333333,11,18,12345,0,1
CustomerId_345,2950.0,590.0,5,436.4630568559039,3050,610.0,1000,0.2,0.8,2,2,4,0,financial_services,ChannelId_3,2,19.2,2.8,8.0,2018.4,9,5,3050,0,1
CustomerId_3451,30800.0,4400.0,7,8480.566018845677,64394,9199.142857142857,11200,0.2857142857142857,0.7142857142857143,3,3,4,0,financial_services,ChannelId_3,2,17.571428571428573,4.428571428571429,3.4285714285714284,2018.857142857143,1,7,64394,2,0
CustomerId_3452,499238.0,3840.2923076923075,130,6555.222211296522,560312,4310.092307692307,35000,0.36153846153846153,0.6384615384615384,3,2,3,0,financial_services,ChannelId_3,2,10.2,17.2,8.6,2018.2923076923078,2,130,560312,2,0
CustomerId_3453,21945.0,593.1081081081081,37,768.8315009655086,23055,623.1081081081081,3000,0.43243243243243246,0.5675675675675675,2,2,3,0,financial_services,ChannelId_3,2,12.27027027027027,12.162162162162161,7.54054054054054,2018.4324324324325,3,37,23055,2,0
CustomerId_3454,334400.0,3888.3720930232557,86,5508.676548749387,465240,5409.767441860465,11100,0.19767441860465115,0.8023255813953488,2,2,4,0,airtime,ChannelId_3,2,8.325581395348838,14.604651162790697,8.13953488372093,2018.3372093023256,6,86,465240,2,0
CustomerId_3456,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,6.0,6.0,12.0,2018.0,70,1,1000,3,0
CustomerId_3457,18356.0,6118.666666666667,3,12022.905028874398,23444,7814.666666666667,21800,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,8.0,3.0,12.0,2018.0,73,3,23444,3,0
CustomerId_3458,3000.0,1500.0,2,707.1067811865476,3000,1500.0,2000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,2,17.0,23.0,11.0,2018.0,82,2,3000,3,0
CustomerId_3459,-3540.0,-354.0,10,3785.904265972809,19170,1917.0,11000,0.3,0.7,4,3,3,0,airtime,ChannelId_3,2,16.4,15.2,1.0,2019.0,21,10,19170,0,1
CustomerId_3461,2390.0,217.27272727272728,11,522.9309879724266,4610,419.09090909090907,1000,0.45454545454545453,0.5454545454545454,3,2,3,0,airtime,ChannelId_3,2,15.636363636363637,18.545454545454547,1.4545454545454546,2019.0,1,11,4610,0,1
CustomerId_3462,5940.0,848.5714285714286,7,1255.8586514337323,8060,1151.4285714285713,3000,0.2857142857142857,0.7142857142857143,2,2,3,0,financial_services,ChannelId_3,2,11.714285714285714,17.0,12.0,2018.0,58,7,8060,3,0
CustomerId_3463,346790.0,2964.017094017094,117,7323.557179289718,359210,3070.17094017094,50000,0.4358974358974359,0.5641025641025641,3,2,3,0,financial_services,ChannelId_3,2,10.786324786324787,5.282051282051282,11.153846153846153,2018.076923076923,24,117,359210,2,0
CustomerId_3464,111825.0,5591.25,20,6747.6276289093685,134975,6748.75,20000,0.35,0.65,2,2,4,0,financial_services,ChannelId_3,2,15.05,19.0,6.15,2018.5,16,20,134975,2,0
CustomerId_3465,20000.0,3333.3333333333335,6,6088.2400303098,32000,5333.333333333333,10000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,13.0,11.0,1.0,2019.0,33,6,32000,2,0
CustomerId_3466,0.0,0.0,3,866.0254037844386,2000,666.6666666666666,1000,0.3333333333333333,0.6666666666666666,2,2,3,0,financial_services,ChannelId_3,2,15.0,5.0,1.0,2019.0,39,3,2000,0,1
CustomerId_3467,1073992.0,23866.48888888889,45,74476.08396587403,1131608,25146.844444444443,500000,0.37777777777777777,0.6222222222222222,4,2,3,1,airtime,ChannelId_3,2,11.488888888888889,13.911111111111111,6.2444444444444445,2018.5333333333333,8,45,1131608,2,1
CustomerId_3468,80000.0,3076.923076923077,26,7831.746047583908,182800,7030.7692307692305,20000,0.5384615384615384,0.46153846153846156,2,2,4,0,financial_services,ChannelId_2,2,12.115384615384615,22.615384615384617,11.192307692307692,2018.0,55,26,182800,3,0
CustomerId_347,6000.0,1000.0,6,0.0,6000,1000.0,1000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,1,16.5,14.5,12.0,2018.0,59,6,6000,3,0
CustomerId_3470,6735.0,748.3333333333334,9,967.0961689511545,7265,807.2222222222222,2000,0.4444444444444444,0.5555555555555556,2,2,4,0,airtime,ChannelId_3,2,13.777777777777779,22.555555555555557,3.6666666666666665,2018.7777777777778,6,9,7265,0,1
CustomerId_3471,212200.0,8161.538461538462,26,10279.74034392219,232490,8941.923076923076,30000,0.3076923076923077,0.6923076923076923,3,2,5,0,financial_services,ChannelId_3,2,11.923076923076923,14.961538461538462,4.8076923076923075,2018.6538461538462,21,26,232490,2,0
CustomerId_3473,22000.0,4400.0,5,5116.150896914593,22000,4400.0,10000,0.0,1.0,1,1,2,0,financial_services,ChannelId_3,2,16.0,19.0,11.0,2018.0,86,5,22000,3,0
CustomerId_3474,40786.0,784.3461538461538,52,2579.772849740734,67714,1302.1923076923076,11200,0.25,0.75,3,2,3,0,airtime,ChannelId_3,2,13.865384615384615,17.557692307692307,7.173076923076923,2018.423076923077,1,52,67714,2,0
CustomerId_3475,85616.0,6115.428571428572,14,8794.617214867509,91384,6527.428571428572,28000,0.35714285714285715,0.6428571428571429,3,2,4,0,financial_services,ChannelId_3,2,18.142857142857142,16.714285714285715,1.0,2019.0,26,14,91384,2,0
CustomerId_3476,619068.2,34392.677777777775,18,54958.510481962185,665815,36989.72222222222,160000,0.3888888888888889,0.6111111111111112,4,2,3,0,financial_services,ChannelId_3,2,8.944444444444445,16.166666666666668,12.0,2018.0,59,18,665815,2,0
CustomerId_3477,194694.25,5562.692857142857,35,7235.215961370336,212766,6079.028571428571,17300,0.2,0.8,4,2,3,0,financial_services,ChannelId_3,2,16.857142857142858,13.4,4.428571428571429,2018.6571428571428,24,35,212766,2,0
CustomerId_3478,4410.0,735.0,6,838.0155129829042,4590,765.0,1500,0.5,0.5,2,2,2,0,airtime,ChannelId_2,2,13.0,26.0,1.0,2019.0,18,6,4590,0,1
CustomerId_3479,1960.0,490.0,4,1296.3024338479042,4040,1010.0,2000,0.5,0.5,3,2,3,0,financial_services,ChannelId_2,2,17.0,20.0,1.25,2019.0,6,4,4040,0,1
CustomerId_348,3900.0,780.0,5,860.6683449505972,4100,820.0,2000,0.4,0.6,2,2,3,0,financial_services,ChannelId_3,2,11.8,9.4,11.8,2018.0,69,5,4100,3,0
CustomerId_3482,39000.0,3545.4545454545455,11,5424.272050029135,51000,4636.363636363636,10000,0.18181818181818182,0.8181818181818182,2,2,3,0,airtime,ChannelId_3,2,15.818181818181818,17.272727272727273,11.454545454545455,2018.0,73,11,51000,3,0
CustomerId_3483,900.0,180.0,5,843.0599029724993,3100,620.0,1000,0.6,0.4,2,2,2,0,financial_services,ChannelId_2,2,3.4,29.0,12.0,2018.0,47,5,3100,0,1
CustomerId_3485,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,14.0,22.0,1.0,2019.0,22,1,500,0,1
CustomerId_3486,3000.0,1500.0,2,707.1067811865476,3000,1500.0,2000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,23.0,17.0,1.0,2019.0,27,2,3000,0,1
CustomerId_3487,83705.0,760.9545454545455,110,929.7986107918884,89295,811.7727272727273,5000,0.35454545454545455,0.6454545454545455,2,2,3,0,financial_services,ChannelId_3,2,11.772727272727273,16.29090909090909,4.3545454545454545,2018.7,6,110,89295,2,0
CustomerId_3488,30000.0,30000.0,1,0.0,32900,32900.0,32900,0.0,1.0,1,1,1,0,utility_bill,ChannelId_3,1,20.0,9.0,1.0,2019.0,35,1,32900,2,0
CustomerId_3489,20000.0,4000.0,5,6745.368781616021,32000,6400.0,10000,0.4,0.6,2,2,3,0,financial_services,ChannelId_3,2,12.0,8.0,2.0,2019.0,5,5,32000,2,0
CustomerId_349,56725.0,1418.125,40,2124.46062159135,63275,1581.875,5000,0.35,0.65,2,2,3,0,airtime,ChannelId_3,2,11.85,14.05,7.425,2018.4,6,40,63275,2,0
CustomerId_3490,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,18.0,10.0,1.0,2019.0,34,1,1000,0,1
CustomerId_3491,48026.0,2183.0,22,3100.0181105461766,51504,2341.090909090909,11330,0.36363636363636365,0.6363636363636364,3,2,4,0,financial_services,ChannelId_3,2,13.909090909090908,16.681818181818183,3.090909090909091,2018.8181818181818,7,22,51504,2,0
CustomerId_3492,-11000.0,-2750.0,4,4924.428900898052,13000,3250.0,10000,0.75,0.25,1,2,2,0,airtime,ChannelId_5,4,7.0,10.5,1.0,2019.0,32,4,13000,0,1
CustomerId_3493,15900.0,2650.0,6,6097.04846626628,19750,3291.6666666666665,16650,0.5,0.5,3,2,3,0,financial_services,ChannelId_2,2,11.5,22.333333333333332,10.166666666666666,2018.1666666666667,22,6,19750,0,1
CustomerId_3494,13250.0,1892.857142857143,7,2918.5368154020507,16750,2392.8571428571427,5000,0.5714285714285714,0.42857142857142855,2,2,2,0,financial_services,ChannelId_2,2,17.857142857142858,12.0,6.0,2018.5714285714287,8,7,16750,0,1
CustomerId_3495,1000.0,500.0,2,0.0,1000,500.0,500,0.0,1.0,2,1,1,0,data_bundles,ChannelId_3,2,13.0,6.5,1.0,2019.0,38,2,1000,0,1
CustomerId_3496,99145.6,2542.194871794872,39,8425.157180290738,114455,2934.74358974359,50000,0.4358974358974359,0.5641025641025641,4,2,3,0,financial_services,ChannelId_3,2,13.487179487179487,7.0256410256410255,2.0,2019.0,1,39,114455,2,0
CustomerId_3497,228715.0,3943.362068965517,58,11740.981137008466,237085,4087.6724137931033,50000,0.3103448275862069,0.6896551724137931,2,2,3,0,financial_services,ChannelId_3,2,14.344827586206897,23.344827586206897,10.672413793103448,2018.1206896551723,42,58,237085,2,0
CustomerId_3498,643971.0,71552.33333333333,9,62347.399697180634,652729,72525.44444444444,200000,0.2222222222222222,0.7777777777777778,2,2,4,0,financial_services,ChannelId_3,2,12.333333333333334,10.666666666666666,1.6666666666666667,2019.0,7,9,652729,2,0
CustomerId_350,70000.0,3888.8888888888887,18,7028.420363812734,132000,7333.333333333333,10000,0.3888888888888889,0.6111111111111112,2,2,4,0,airtime,ChannelId_3,2,10.11111111111111,14.11111111111111,1.4444444444444444,2019.0,1,18,132000,2,0
CustomerId_3500,1900.0,475.0,4,1304.7988350699889,4100,1025.0,2000,0.5,0.5,2,2,2,0,airtime,ChannelId_2,2,13.0,21.5,11.75,2018.0,53,4,4100,3,0
CustomerId_3501,708936.0,2395.054054054054,296,9114.993850725472,728064,2459.675675675676,50000,0.47297297297297297,0.527027027027027,2,2,4,0,financial_services,ChannelId_3,2,13.131756756756756,27.324324324324323,12.0,2018.0,46,296,728064,2,0
CustomerId_3503,-510.0,-170.0,3,762.6925986267338,1510,503.3333333333333,1000,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,10.0,28.0,1.0,2019.0,16,3,1510,0,1
CustomerId_3504,87850.0,2440.277777777778,36,2803.946694124563,93150,2587.5,10000,0.3611111111111111,0.6388888888888888,2,2,3,0,airtime,ChannelId_3,2,14.666666666666666,18.5,8.555555555555555,2018.2777777777778,31,36,93150,2,0
CustomerId_3505,1500.0,1500.0,1,0.0,1500,1500.0,1500,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,8.0,11.0,2.0,2019.0,3,1,1500,0,1
CustomerId_3506,28135.0,1655.0,17,1955.9812115662053,29555,1738.5294117647059,5000,0.4117647058823529,0.5882352941176471,3,2,3,0,financial_services,ChannelId_3,2,9.882352941176471,21.58823529411765,1.1176470588235294,2019.0,5,17,29555,2,0
CustomerId_3507,6350.0,577.2727272727273,11,780.3696676459293,6650,604.5454545454545,2000,0.45454545454545453,0.5454545454545454,2,2,2,0,airtime,ChannelId_3,4,11.272727272727273,10.636363636363637,9.363636363636363,2018.1818181818182,41,11,6650,0,1
CustomerId_3508,28900.0,2064.285714285714,14,2025.7143632108357,31100,2221.4285714285716,5000,0.2857142857142857,0.7142857142857143,2,2,3,0,financial_services,ChannelId_3,2,9.785714285714286,22.357142857142858,11.0,2018.0,76,14,31100,3,0
CustomerId_3509,32753.15,779.8369047619047,42,2459.921034600638,64838,1543.7619047619048,11000,0.42857142857142855,0.5714285714285714,3,3,3,0,financial_services,ChannelId_3,2,9.761904761904763,13.666666666666666,8.928571428571429,2018.2857142857142,10,42,64838,2,0
CustomerId_351,550.0,275.0,2,14531.044353383551,20550,10275.0,10550,0.5,0.5,2,2,2,0,airtime,ChannelId_3,2,7.5,5.5,1.0,2019.0,34,2,20550,0,1
CustomerId_3510,14860.0,7430.0,2,3436.538956566621,14860,7430.0,9860,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,8.5,26.0,1.0,2019.0,19,2,14860,0,1
CustomerId_3511,107890.0,2295.531914893617,47,4548.9029152813255,168900,3593.6170212765956,14000,0.3829787234042553,0.6170212765957447,4,2,3,0,financial_services,ChannelId_3,2,11.76595744680851,18.851063829787233,9.042553191489361,2018.276595744681,3,47,168900,2,0
CustomerId_3512,-20.0,-6.666666666666667,3,1000.0666644445926,2020,673.3333333333334,1000,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,14.0,10.0,12.0,2018.0,65,3,2020,3,0
CustomerId_3513,3870.0,645.0,6,1029.208433700385,5910,985.0,2000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,9.0,9.5,1.0,2019.0,34,6,5910,0,1
CustomerId_3515,216246.9,2514.498837209302,86,5367.588912340529,362076,4210.186046511628,20000,0.32558139534883723,0.6744186046511628,3,3,4,0,financial_services,ChannelId_3,2,11.05813953488372,13.988372093023257,6.558139534883721,2018.5,2,86,362076,2,0
CustomerId_3516,980.0,490.0,2,721.2489168102785,1020,510.0,1000,0.5,0.5,2,2,2,0,data_bundles,ChannelId_2,2,10.0,28.0,11.0,2018.0,77,2,1020,3,0
CustomerId_3517,70650.0,3364.285714285714,21,5881.6346124428455,73350,3492.8571428571427,25000,0.19047619047619047,0.8095238095238095,3,2,3,0,airtime,ChannelId_3,2,13.047619047619047,9.619047619047619,3.619047619047619,2018.7619047619048,31,21,73350,2,0
CustomerId_3519,19995.0,833.125,24,1060.3340454986242,22805,950.2083333333334,3200,0.3333333333333333,0.6666666666666666,2,2,4,0,financial_services,ChannelId_3,2,12.375,12.458333333333334,11.666666666666666,2018.0,60,24,22805,3,0
CustomerId_352,190334.0,3884.3673469387754,49,7051.483268001957,362884,7405.7959183673465,11000,0.40816326530612246,0.5918367346938775,3,2,5,0,airtime,ChannelId_3,2,7.346938775510204,15.53061224489796,6.653061224489796,2018.4897959183672,2,49,362884,2,0
CustomerId_3520,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,13.0,28.0,1.0,2019.0,16,1,1000,0,1
CustomerId_3521,23170.0,772.3333333333334,30,850.9738167426829,26030,867.6666666666666,3000,0.3,0.7,3,2,4,0,financial_services,ChannelId_3,2,10.833333333333334,13.933333333333334,12.0,2018.0,51,30,26030,3,0
CustomerId_3522,-20.0,-6.666666666666667,3,1000.0666644445926,2020,673.3333333333334,1000,0.6666666666666666,0.3333333333333333,2,2,2,0,financial_services,ChannelId_2,2,5.0,4.0,12.0,2018.0,72,3,2020,3,0
CustomerId_3523,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,2,1.0,16.0,11.0,2018.0,90,1,1000,3,0
CustomerId_3524,31150.0,707.9545454545455,44,1015.5158605369561,35850,814.7727272727273,5000,0.4318181818181818,0.5681818181818182,2,2,3,0,airtime,ChannelId_3,4,17.636363636363637,12.113636363636363,5.068181818181818,2018.659090909091,1,44,35850,2,0
CustomerId_3525,214630.0,1899.3805309734514,113,4450.319367188687,270370,2392.6548672566373,25000,0.35398230088495575,0.6460176991150443,3,2,4,0,airtime,ChannelId_3,2,14.079646017699115,9.575221238938052,1.831858407079646,2019.0,2,113,270370,2,0
CustomerId_3526,22350.0,2235.0,10,3385.6765284881476,25650,2565.0,10000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,12.0,24.8,1.0,2019.0,16,10,25650,2,0
CustomerId_3527,4500.0,4500.0,1,0.0,5235,5235.0,5235,0.0,1.0,1,1,1,0,utility_bill,ChannelId_3,2,18.0,15.0,12.0,2018.0,60,1,5235,3,0
CustomerId_3528,110000.0,55000.0,2,63639.61030678928,110000,55000.0,100000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,12.5,15.0,12.0,2018.0,60,2,110000,3,0
CustomerId_3530,371667.5,3021.6869918699185,123,4176.055605432651,430433,3499.4552845528456,11000,0.3170731707317073,0.6829268292682927,4,2,4,0,airtime,ChannelId_3,4,13.05691056910569,18.024390243902438,8.268292682926829,2018.3170731707316,1,123,430433,2,0
CustomerId_3533,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,16.0,8.0,12.0,2018.0,67,1,1000,3,0
CustomerId_3534,58200.0,14550.0,4,38503.80933535451,104200,26050.0,70000,0.5,0.5,2,2,3,0,airtime,ChannelId_3,2,10.0,19.5,11.75,2018.0,52,4,104200,3,0
CustomerId_3535,265434.0,2708.5102040816328,98,6526.163945236205,314266,3206.795918367347,50000,0.3877551020408163,0.6122448979591837,3,2,4,0,financial_services,ChannelId_3,2,13.306122448979592,20.20408163265306,8.214285714285714,2018.357142857143,1,98,314266,2,0
CustomerId_3536,20000.0,3333.3333333333335,6,7814.516406449389,42000,7000.0,11000,0.5,0.5,2,2,3,0,airtime,ChannelId_2,2,15.0,11.0,1.0,2019.0,33,6,42000,2,0
CustomerId_3537,80000.0,80000.0,1,0.0,80000,80000.0,80000,0.0,1.0,1,1,1,0,ticket,ChannelId_3,4,8.0,13.0,12.0,2018.0,63,1,80000,3,0
CustomerId_3540,270000.0,24545.454545454544,11,26313.9264890804,285585,25962.272727272728,60000,0.0,1.0,3,1,2,0,utility_bill,ChannelId_3,2,14.181818181818182,26.09090909090909,8.0,2018.3636363636363,26,11,285585,2,0
CustomerId_3541,17550.0,1253.5714285714287,14,1799.087833588742,20450,1460.7142857142858,5000,0.35714285714285715,0.6428571428571429,2,2,3,0,financial_services,ChannelId_3,2,17.714285714285715,19.428571428571427,6.714285714285714,2018.5,12,14,20450,2,0
CustomerId_3542,317000.0,63400.0,5,67696.38099632801,327000,65400.0,160000,0.2,0.8,3,2,3,0,ticket,ChannelId_3,2,8.2,16.0,12.0,2018.0,56,5,327000,3,0
CustomerId_3543,277626.0,1983.0428571428572,140,3582.0280113936915,333892,2384.942857142857,12530,0.24285714285714285,0.7571428571428571,3,2,4,0,airtime,ChannelId_3,2,12.792857142857143,23.085714285714285,7.7214285714285715,2018.392857142857,10,140,333892,2,0
CustomerId_3545,6800.0,1133.3333333333333,6,1965.6211910402947,9200,1533.3333333333333,4000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,17.666666666666668,14.666666666666666,12.0,2018.0,59,6,9200,3,0
CustomerId_3547,10000.0,5000.0,2,0.0,10000,5000.0,5000,0.0,1.0,1,1,2,0,financial_services,ChannelId_1,2,10.0,8.0,2.0,2019.0,5,2,10000,0,1
CustomerId_3548,6000.0,1500.0,4,4041.4518843273804,18000,4500.0,7000,0.5,0.5,2,2,2,0,financial_services,ChannelId_2,2,11.5,20.5,1.0,2019.0,23,4,18000,0,1
CustomerId_3549,389432.92,7947.610612244897,49,17599.990748468736,412676,8421.959183673469,100000,0.42857142857142855,0.5714285714285714,2,2,3,0,financial_services,ChannelId_3,2,9.448979591836734,16.122448979591837,7.6938775510204085,2018.3877551020407,1,49,412676,2,0
CustomerId_355,39000.0,5571.428571428572,7,6241.184258807054,51000,7285.714285714285,10000,0.2857142857142857,0.7142857142857143,2,2,3,0,financial_services,ChannelId_3,2,20.571428571428573,28.0,12.0,2018.0,47,7,51000,3,0
CustomerId_3550,37900.0,3790.0,10,8668.990714033554,40100,4010.0,28000,0.4,0.6,4,2,3,0,financial_services,ChannelId_3,2,15.9,21.9,1.0,2019.0,14,10,40100,2,0
CustomerId_3551,451634.0,2971.2763157894738,152,5145.392360710746,633196,4165.763157894737,28840,0.375,0.625,4,2,3,0,airtime,ChannelId_3,2,14.342105263157896,17.18421052631579,6.171052631578948,2018.5263157894738,3,152,633196,2,0
CustomerId_3554,10000.0,10000.0,1,0.0,10000,10000.0,10000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,7.0,7.0,1.0,2019.0,38,1,10000,0,1
CustomerId_3555,287806.0,2302.448,125,6158.725574410927,357734,2861.872,50000,0.344,0.656,6,2,4,0,airtime,ChannelId_3,2,13.368,14.264,5.976,2018.56,1,125,357734,2,0
CustomerId_3556,118950.0,3717.1875,32,6630.122601102121,152850,4776.5625,30000,0.34375,0.65625,2,2,4,0,airtime,ChannelId_3,2,9.59375,16.03125,12.0,2018.0,54,32,152850,3,0
CustomerId_3557,39000.0,2294.1176470588234,17,3518.073085553243,71000,4176.470588235294,14000,0.17647058823529413,0.8235294117647058,3,2,3,0,airtime,ChannelId_3,2,12.647058823529411,13.882352941176471,12.0,2018.0,50,17,71000,3,0
CustomerId_3558,46000.0,2000.0,23,2796.444069138194,48501,2108.7391304347825,10000,0.43478260869565216,0.5652173913043478,3,2,3,0,financial_services,ChannelId_3,2,11.521739130434783,18.391304347826086,10.173913043478262,2018.1304347826087,5,23,48501,2,0
CustomerId_3559,20000.0,4000.0,5,6745.368781616021,32000,6400.0,10000,0.4,0.6,2,2,3,0,financial_services,ChannelId_3,2,13.0,25.0,1.0,2019.0,19,5,32000,2,0
CustomerId_356,30850.0,1542.5,20,2076.4161305885727,34370,1718.5,7000,0.35,0.65,2,2,4,0,financial_services,ChannelId_3,2,13.9,21.0,9.25,2018.25,30,20,34370,2,0
CustomerId_3561,25665.0,1069.375,24,1251.8241581093118,27335,1138.9583333333333,3500,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,17.791666666666668,19.833333333333332,5.25,2018.625,3,24,27335,2,0
CustomerId_3562,1850.0,264.2857142857143,7,411.76883251233505,2150,307.14285714285717,1000,0.5714285714285714,0.42857142857142855,2,2,2,0,financial_services,ChannelId_2,2,17.428571428571427,20.0,6.714285714285714,2018.4285714285713,26,7,2150,0,1
CustomerId_3564,13000.0,3250.0,4,7889.86691902975,35000,8750.0,14000,0.5,0.5,2,2,2,0,financial_services,ChannelId_2,2,10.5,9.0,12.0,2018.0,61,4,35000,3,0
CustomerId_3566,500.0,500.0,1,0.0,500,500.0,500,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,18.0,12.0,1.0,2019.0,32,1,500,0,1
CustomerId_3567,10000.0,10000.0,1,0.0,10000,10000.0,10000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,12.0,19.0,1.0,2019.0,25,1,10000,0,1
CustomerId_3569,2970.0,424.2857142857143,7,840.6715003070888,5030,718.5714285714286,1500,0.42857142857142855,0.5714285714285714,3,2,3,0,financial_services,ChannelId_3,2,12.428571428571429,19.857142857142858,1.4285714285714286,2019.0,3,7,5030,0,1
CustomerId_357,19000.0,3166.6666666666665,6,6104.643041707408,31000,5166.666666666667,10000,0.3333333333333333,0.6666666666666666,2,2,3,0,airtime,ChannelId_3,2,10.0,28.0,12.0,2018.0,47,6,31000,3,0
CustomerId_3570,20500.0,10250.0,2,13788.582233137677,20500,10250.0,20000,0.0,1.0,1,1,1,0,financial_services,ChannelId_3,2,23.0,29.0,12.0,2018.0,46,2,20500,3,0
CustomerId_3571,7430.0,743.0,10,1300.9487990608154,9570,957.0,3000,0.4,0.6,3,2,3,0,financial_services,ChannelId_3,2,8.0,23.5,1.0,2019.0,20,10,9570,0,1
CustomerId_3572,-10.0,-2.5,4,707.1244586351119,2010,502.5,1000,0.5,0.5,2,2,3,0,financial_services,ChannelId_2,2,5.0,23.0,11.0,2018.0,83,4,2010,3,0
CustomerId_3573,9000.0,4500.0,2,7778.174593052023,12200,6100.0,11200,0.5,0.5,2,2,2,0,financial_services,ChannelId_2,2,14.0,4.0,1.0,2019.0,40,2,12200,0,1
CustomerId_3574,1000.0,1000.0,1,0.0,1000,1000.0,1000,0.0,1.0,1,1,1,0,airtime,ChannelId_3,2,8.0,27.0,12.0,2018.0,49,1,1000,0,1
CustomerId_3575,1189000.0,47560.0,25,83004.05612579022,1261000,50440.0,400000,0.32,0.68,3,2,3,0,financial_services,ChannelId_3,2,12.0,13.8,12.0,2018.0,51,25,1261000,2,0
